Full Journal Title,JCR Abbreviated Title,ISSN,Total Cites,Journal Impact Factor,Impact Factor without Journal Self Cites,5-Year Impact Factor,Immediacy Index,Citable Items,Cited Half-Life,Citing Half-life,Eigenfactor Score,Article Influence Score,% Articles in Citable Items,Average Journal Impact Factor Percentile,Normalized Eigenfactor
NEUROLOGY INDIA,NEUROL INDIA,0028-3886,"3,137",2.117,1.827,2.433,0.492,258,7.4,9.9,0.002820,0.544,77.91,17.399,0.59161
Neurology-Genetics,NEUROL-GENET,2376-7839,"1,218",3.485,3.379,4.606,0.664,107,3.3,6.9,0.003910,1.527,98.13,54.615,0.82024
Neurology-Neuroimmunology & Neuroinflammation,NEUROL-NEUROIMMUNOL,2332-7812,"3,863",8.485,7.940,8.690,4.748,143,3.2,5.9,0.008390,2.343,97.20,92.817,1.75910
NEUROMODULATION,NEUROMODULATION,1094-7159,"4,447",4.722,3.467,4.715,1.253,249,4.5,7.4,0.005540,0.996,87.15,68.032,1.16079
NEUROMOLECULAR MEDICINE,NEUROMOL MED,1535-1084,"2,423",3.843,3.775,3.744,1.000,71,7.2,7.8,0.001780,0.792,81.69,53.663,0.37441
NEUROMUSCULAR DISORDERS,NEUROMUSCULAR DISORD,0960-8966,"6,588",4.296,4.008,3.700,0.598,127,7.8,7.8,0.007410,1.074,94.49,66.386,1.55251
NEURON,NEURON,0896-6273,"111,115",17.173,16.521,18.658,4.675,289,9.0,7.2,0.175220,9.339,86.51,98.718,36.71082
NEURO-ONCOLOGY,NEURO-ONCOLOGY,1522-8517,"17,812",12.300,11.707,12.997,4.171,140,5.1,6.0,0.029210,3.709,87.86,94.615,6.12137
NEUROPATHOLOGY,NEUROPATHOLOGY,0919-6544,"2,222",1.906,1.752,2.193,0.791,86,8.0,10.3,0.002200,0.591,90.70,19.501,0.46189
NEUROPATHOLOGY AND APPLIED NEUROBIOLOGY,NEUROPATH APPL NEURO,0305-1846,"4,791",8.090,7.865,7.035,2.013,76,7.9,7.2,0.004640,1.994,78.95,93.292,0.97233
NEUROPEDIATRICS,NEUROPEDIATRICS,0174-304X,"2,286",1.947,1.917,2.117,0.490,96,11.8,7.3,0.002160,0.648,84.38,28.294,0.45437
NEUROPEPTIDES,NEUROPEPTIDES,0143-4179,"2,652",3.286,3.024,3.129,0.892,65,7.5,10.5,0.002220,0.620,83.08,36.413,0.46532
NEUROPHARMACOLOGY,NEUROPHARMACOLOGY,0028-3908,"26,426",5.250,5.053,5.283,1.956,407,6.6,9.3,0.027960,1.291,74.94,77.359,5.85822
Neurophotonics,NEUROPHOTONICS,2329-423X,"1,416",3.593,3.390,4.327,0.738,42,4.0,7.9,0.003570,1.221,95.24,62.077,0.74798
NEUROPHYSIOLOGIE CLINIQUE-CLINICAL NEUROPHYSIOLOGY,NEUROPHYSIOL CLIN,0987-7053,"1,825",3.734,3.532,3.676,0.745,47,8.5,9.6,0.001950,1.027,80.85,60.999,0.40996
NEUROPHYSIOLOGY,NEUROPHYSIOLOGY+,0090-2977,333,0.587,0.495,0.460,0.172,29,7.5,10.1,0.000210,0.071,89.66,3.717,0.04406
Neuropsychiatric Disease and Treatment,NEUROPSYCH DIS TREAT,****-****,"8,303",2.570,2.494,3.199,0.508,305,4.9,7.3,0.013630,0.788,88.20,32.171,2.85593
NEUROPSYCHOBIOLOGY,NEUROPSYCHOBIOLOGY,0302-282X,"3,122",2.328,2.313,2.296,2.600,45,13.5,8.6,0.001200,0.598,66.67,29.214,0.25300
NEUROPSYCHOLOGIA,NEUROPSYCHOLOGIA,0028-3932,"28,496",3.139,2.980,3.562,0.843,325,11.1,10.9,0.022380,1.204,96.62,53.021,4.68901
NEUROPSYCHOLOGIA,NEUROPSYCHOLOGIA,0028-3932,"28,496",3.139,2.980,3.562,0.843,325,11.1,10.9,0.022380,1.204,96.62,53.021,4.68901
NEUROPSYCHOLOGICAL REHABILITATION,NEUROPSYCHOL REHABIL,0960-2011,"3,047",2.868,2.443,3.185,1.191,188,8.2,11.0,0.002140,0.700,92.02,41.692,0.44850
NEUROPSYCHOLOGY,NEUROPSYCHOLOGY,0894-4105,"7,020",3.295,3.213,3.753,0.636,77,10.5,11.3,0.005690,1.198,96.10,56.372,1.19386
NEUROPSYCHOLOGY,NEUROPSYCHOLOGY,0894-4105,"7,020",3.295,3.213,3.753,0.636,77,10.5,11.3,0.005690,1.198,96.10,56.372,1.19386
NEUROPSYCHOLOGY REVIEW,NEUROPSYCHOL REV,1040-7308,"3,941",7.444,7.222,8.656,0.897,39,9.3,8.8,0.003460,2.692,0.00,92.529,0.72597
NEUROPSYCHOLOGY REVIEW,NEUROPSYCHOL REV,1040-7308,"3,941",7.444,7.222,8.656,0.897,39,9.3,8.8,0.003460,2.692,0.00,92.529,0.72597
NEUROPSYCHOPHARMACOLOGY,NEUROPSYCHOPHARMACOL,0893-133X,"30,856",7.853,7.437,8.209,2.126,348,8.1,7.8,0.034600,2.571,88.22,92.365,7.24946
NEURORADIOLOGY,NEURORADIOLOGY,0028-3940,"6,702",2.804,2.615,3.000,0.922,258,9.8,7.2,0.005900,0.859,88.37,44.350,1.23656
NEUROREHABILITATION,NEUROREHABILITATION,1053-8135,"3,753",2.138,2.083,2.501,0.359,103,7.3,9.9,0.003490,0.623,80.58,38.555,0.73256
NEUROREHABILITATION,NEUROREHABILITATION,1053-8135,"3,753",2.138,2.083,2.501,0.359,103,7.3,9.9,0.003490,0.623,80.58,38.555,0.73256
NEUROREHABILITATION AND NEURAL REPAIR,NEUROREHAB NEURAL RE,1545-9683,"6,710",3.919,3.650,5.378,0.806,98,7.8,8.1,0.006880,1.497,87.76,77.807,1.44317
NEUROREPORT,NEUROREPORT,0959-4965,"14,144",1.837,1.799,1.726,0.314,188,17.2,8.6,0.004490,0.417,98.94,11.538,0.94202
NEUROSCIENCE,NEUROSCIENCE,0306-4522,"50,893",3.590,3.517,3.878,1.017,542,10.5,9.9,0.036470,1.015,91.14,48.535,7.64143
NEUROSCIENCE AND BIOBEHAVIORAL REVIEWS,NEUROSCI BIOBEHAV R,0149-7634,"36,525",8.989,8.721,10.818,2.321,364,6.8,9.2,0.048970,3.392,10.71,94.436,10.25985
Neuroscience Bulletin,NEUROSCI BULL,1673-7067,"3,348",5.203,3.901,5.182,1.546,141,3.9,7.2,0.004590,1.141,85.82,73.077,0.96209
NEUROSCIENCE LETTERS,NEUROSCI LETT,0304-3940,"39,278",3.046,2.984,2.855,0.792,639,11.5,8.9,0.025460,0.698,88.73,32.051,5.33519
NEUROSCIENCE RESEARCH,NEUROSCI RES,0168-0102,"5,711",3.304,3.239,2.867,1.748,115,10.9,9.5,0.004530,0.860,68.70,40.842,0.94957
Neurosciences,NEUROSCIENCES,1319-6138,697,0.906,0.885,1.374,0.300,10,6.0,8.5,0.000910,0.350,90.00,3.606,0.19178
NEUROSCIENTIST,NEUROSCIENTIST,1073-8584,"5,949",7.519,7.407,7.639,1.410,78,8.7,7.5,0.005010,2.254,30.77,90.207,1.05054
Neurospine,NEUROSPINE,2586-6583,498,3.492,2.926,Not Available,0.699,103,1.7,7.3,0.000920,Not Available,65.05,64.199,0.19331
NEUROSURGERY,NEUROSURGERY,0148-396X,"34,635",4.654,4.319,5.558,3.772,333,12.0,6.8,0.022250,1.607,84.08,79.701,4.66265
NEUROSURGERY CLINICS OF NORTH AMERICA,NEUROSURG CLIN N AM,1042-3680,"2,414",2.509,2.509,3.120,0.797,59,8.4,7.5,0.002500,0.888,100.00,41.335,0.52496
Neurosurgical Focus,NEUROSURG FOCUS,1092-0684,"9,818",4.047,3.889,4.670,0.857,161,7.0,6.6,0.011120,1.279,90.06,73.270,2.33118
NEUROSURGICAL REVIEW,NEUROSURG REV,0344-5607,"3,616",3.042,2.855,3.136,1.043,373,6.0,8.9,0.003650,0.791,57.10,54.656,0.76581
Neurotherapeutics,NEUROTHERAPEUTICS,1933-7213,"6,764",7.620,7.520,8.400,1.437,174,5.5,7.6,0.009400,2.200,62.64,91.875,1.96980
NEUROTOXICITY RESEARCH,NEUROTOX RES,1029-8428,"4,578",3.911,3.669,3.771,1.431,218,5.0,8.4,0.004170,0.699,93.12,55.128,0.87417
NEUROTOXICOLOGY,NEUROTOXICOLOGY,0161-813X,"8,569",4.294,4.095,4.351,1.070,157,7.8,9.4,0.006950,0.930,94.27,67.254,1.45692
NEUROTOXICOLOGY AND TERATOLOGY,NEUROTOXICOL TERATOL,0892-0362,"4,139",3.763,3.660,3.910,0.600,45,9.9,9.2,0.002750,0.896,91.11,57.013,0.57801
NEUROUROLOGY AND URODYNAMICS,NEUROUROL URODYNAM,0733-2467,"8,020",2.696,2.177,2.898,0.530,355,6.5,8.1,0.008420,0.652,86.76,45.000,1.76448
NEW ASTRONOMY,NEW ASTRON,1384-1076,"1,703",1.325,1.142,1.117,0.988,81,8.8,10.9,0.001690,0.333,100.00,24.265,0.35614
NEW ASTRONOMY REVIEWS,NEW ASTRON REV,1387-6473,933,3.286,3.286,4.561,0.636,11,12.9,12.5,0.000720,1.720,54.55,61.029,0.15215
New Biotechnology,NEW BIOTECHNOL,1871-6784,"4,198",5.079,5.017,5.423,1.957,69,5.1,8.0,0.004590,1.005,86.96,82.982,0.96223
NEW CARBON MATERIALS,NEW CARBON MATER,1007-8827,"1,409",1.905,1.706,2.158,0.279,61,5.5,5.7,0.001080,0.292,86.89,24.925,0.22707
New Directions for Child and Adolescent Development,NEW DIR CHILD ADOLES,1534-8687,"1,927",2.364,2.182,2.548,1.171,41,11.6,8.5,0.001300,0.815,82.93,48.077,0.27260
NEW ENGLAND JOURNAL OF MEDICINE,NEW ENGL J MED,0028-4793,"464,351",91.245,90.587,89.666,162.030,331,7.5,4.3,0.631180,37.239,87.01,99.704,132.24014
NEW FORESTS,NEW FOREST,0169-4286,"2,374",2.560,2.028,2.869,0.820,100,8.3,11.1,0.001470,0.536,95.00,76.866,0.30846
NEW GENERATION COMPUTING,NEW GENERAT COMPUT,0288-3635,336,1.048,0.952,1.113,0.528,36,10.7,8.0,0.000340,0.343,100.00,20.870,0.07176
NEW GENETICS AND SOCIETY,NEW GENET SOC,1463-6778,491,2.189,1.568,2.258,0.378,37,6.8,7.5,0.000720,0.795,100.00,45.080,0.15269
NEW GENETICS AND SOCIETY,NEW GENET SOC,1463-6778,491,2.189,1.568,2.258,0.378,37,6.8,7.5,0.000720,0.795,100.00,45.080,0.15269
NEW IDEAS IN PSYCHOLOGY,NEW IDEAS PSYCHOL,0732-118X,"1,074",2.621,2.569,2.048,0.848,46,8.1,13.3,0.001050,0.707,95.65,58.591,0.22127
NEW JOURNAL OF CHEMISTRY,NEW J CHEM,1144-0546,"39,968",3.591,3.327,3.385,0.788,"2,210",3.4,6.0,0.042390,0.484,98.19,58.380,8.88277
NEW JOURNAL OF PHYSICS,NEW J PHYS,1367-2630,"34,185",3.729,3.490,3.740,1.082,684,7.2,8.2,0.048240,1.341,100.00,74.706,10.10702
NEW LEFT REVIEW,NEW LEFT REV,0028-6060,"2,917",2.015,2.000,2.619,0.795,39,19.3,10.1,0.003760,2.360,100.00,50.355,0.78906
NEW MEDIA & SOCIETY,NEW MEDIA SOC,1461-4448,"10,325",8.061,7.238,7.736,0.963,296,4.8,6.3,0.021920,2.881,98.99,98.404,4.59255
New Medit,NEW MEDIT,1594-5685,363,0.969,0.600,1.061,0.139,36,6.0,9.5,0.000220,0.134,100.00,24.282,0.04774
New Microbiologica,NEW MICROBIOL,1121-7138,"1,332",2.479,2.415,1.989,0.079,38,7.1,5.8,0.001340,0.497,94.74,26.642,0.28178
New Perspectives on Turkey,NEW PERSPECT TURK,0896-6346,267,1.292,1.125,1.556,0.143,14,11.1,13.4,0.000410,0.749,92.86,32.273,0.08730
NEW PHYTOLOGIST,NEW PHYTOL,0028-646X,"72,708",10.151,9.227,10.475,2.900,888,7.7,8.4,0.076190,2.945,84.91,97.234,15.96260
NEW POLITICAL ECONOMY,NEW POLIT ECON,1356-3467,"2,369",4.681,3.989,5.221,1.908,120,5.2,7.9,0.004220,1.892,100.00,90.904,0.88598
NEW REPUBLIC,NEW REPUBLIC,0028-6583,756,0.962,0.962,0.866,0.696,46,8.6,Not Available,0.002360,0.855,100.00,20.055,0.49456
New Review of Hypermedia and Multimedia,NEW REV HYPERMEDIA M,1361-4568,207,0.630,0.630,1.360,0.400,5,6.0,5.3,0.000290,0.383,100.00,4.012,0.06196
NEW SCIENTIST,NEW SCI,0262-4079,"1,124",0.319,0.314,0.277,1.137,124,9.5,Not Available,0.001000,0.105,100.00,2.055,0.21128
NEW TECHNOLOGY WORK AND EMPLOYMENT,NEW TECH WORK EMPLOY,0268-1072,"1,111",4.231,3.538,4.805,0.870,23,7.3,7.8,0.001280,1.440,95.65,71.972,0.27019
New York Journal of Mathematics,NEW YORK J MATH,1076-9803,540,0.637,0.602,0.709,0.121,58,7.3,16.0,0.002410,0.734,100.00,20.455,0.50639
NEW YORK UNIVERSITY LAW REVIEW,NEW YORK U LAW REV,0028-7881,"1,903",2.438,2.400,2.251,0.486,37,12.9,7.2,0.002810,1.322,100.00,81.126,0.59018
NEW ZEALAND ENTOMOLOGIST,NZ ENTOMOL,0077-9962,250,1.118,1.118,0.792,0.300,10,19.1,15.0,0.000100,0.186,100.00,34.804,0.02131
New Zealand Geographer,NEW ZEAL GEOGR,0028-8144,380,1.348,1.087,1.316,0.684,19,10.3,8.2,0.000310,0.397,100.00,14.706,0.06505
NEW ZEALAND JOURNAL OF AGRICULTURAL RESEARCH,NEW ZEAL J AGR RES,0028-8233,"2,093",2.161,1.661,1.988,1.104,67,16.3,11.7,0.000570,0.330,92.54,68.103,0.12116
NEW ZEALAND JOURNAL OF BOTANY,NEW ZEAL J BOT,0028-825X,"1,327",1.173,0.788,1.483,0.500,42,22.1,12.8,0.000490,0.336,83.33,26.596,0.10376
NEW ZEALAND JOURNAL OF CROP AND HORTICULTURAL SCIENCE,NEW ZEAL J CROP HORT,0114-0671,"1,129",1.154,1.115,1.424,0.296,27,14.6,11.1,0.000350,0.279,100.00,37.704,0.07522
NEW ZEALAND JOURNAL OF ECOLOGY,NEW ZEAL J ECOL,0110-6465,"1,228",1.500,1.329,1.560,0.500,24,11.0,10.7,0.000670,0.362,95.83,23.193,0.14200
NEW ZEALAND JOURNAL OF FORESTRY SCIENCE,NZ J FORESTRY SCI,0048-0134,771,1.438,1.250,1.442,0.071,14,13.6,12.9,0.000260,0.250,100.00,35.075,0.05617
NEW ZEALAND JOURNAL OF GEOLOGY AND GEOPHYSICS,NEW ZEAL J GEOL GEOP,0028-8306,"2,422",1.803,1.167,2.173,1.097,62,20.0,15.0,0.000930,0.539,79.03,42.627,0.19518
NEW ZEALAND JOURNAL OF MARINE AND FRESHWATER RESEARCH,NEW ZEAL J MAR FRESH,0028-8330,"2,685",1.842,1.447,2.131,0.672,64,18.4,11.9,0.000820,0.439,92.19,45.653,0.17326
NEW ZEALAND JOURNAL OF ZOOLOGY,NEW ZEAL J ZOOL,0301-4223,"1,088",1.115,0.865,1.047,0.355,31,21.6,13.9,0.000350,0.266,87.10,35.143,0.07410
NEW ZEALAND VETERINARY JOURNAL,NEW ZEAL VET J,0048-0169,"2,260",1.628,1.362,2.173,0.661,62,11.5,10.7,0.001250,0.457,82.26,56.507,0.26205
NEWSLETTERS ON STRATIGRAPHY,NEWSL STRATIGR,0078-0421,977,2.974,2.769,3.511,1.700,20,8.5,15.2,0.001000,1.114,100.00,80.208,0.21141
Nexus Network Journal,NEXUS NETW J,1590-5896,272,0.338,0.176,0.514,0.073,82,8.1,20.0,0.000190,0.101,100.00,13.492,0.04011
NICOTINE & TOBACCO RESEARCH,NICOTINE TOB RES,1462-2203,"11,360",4.244,3.801,4.445,2.959,293,5.7,7.2,0.016740,1.420,91.13,81.309,3.50797
NICOTINE & TOBACCO RESEARCH,NICOTINE TOB RES,1462-2203,"11,360",4.244,3.801,4.445,2.959,293,5.7,7.2,0.016740,1.420,91.13,81.309,3.50797
Nigerian Journal of Clinical Practice,NIGER J CLIN PRACT,1119-3077,"2,097",0.968,0.950,1.032,0.178,276,5.2,10.3,0.002820,0.239,97.10,19.822,0.59272
NIHON REOROJI GAKKAISHI,NIHON REOROJI GAKK,0387-1533,252,0.923,0.692,0.553,0.194,31,7.9,13.2,0.000120,0.081,93.55,9.057,0.02657
NIPPON SUISAN GAKKAISHI,NIPPON SUISAN GAKK,0021-5392,"1,464",0.267,0.194,0.222,0.071,42,28.2,14.7,0.000280,0.044,97.62,0.909,0.05948
NITRIC OXIDE-BIOLOGY AND CHEMISTRY,NITRIC OXIDE-BIOL CH,1089-8603,"5,311",4.427,4.261,4.505,1.270,74,6.8,10.2,0.004610,0.906,90.54,55.099,0.96761
NJAS-WAGENINGEN JOURNAL OF LIFE SCIENCES,NJAS-WAGEN J LIFE SC,1573-5214,"1,592",4.169,4.138,4.514,0.250,24,7.9,9.4,0.001300,0.917,100.00,90.517,0.27293
NMR IN BIOMEDICINE,NMR BIOMED,0952-3480,"8,939",4.044,3.612,3.988,0.900,250,7.6,8.8,0.009700,1.152,92.40,79.301,2.03248
NODEA-NONLINEAR DIFFERENTIAL EQUATIONS AND APPLICATIONS,NODEA-NONLINEAR DIFF,1021-9722,"1,245",1.286,1.241,1.715,0.211,57,7.1,14.8,0.003540,1.044,100.00,45.094,0.74333
Noise & Health,NOISE HEALTH,1463-1741,"1,564",0.867,0.850,2.111,0.091,11,9.3,11.5,0.001020,0.523,90.91,5.857,0.21426
NOISE CONTROL ENGINEERING JOURNAL,NOISE CONTROL ENG J,0736-2501,582,0.466,0.432,0.685,0.049,41,9.2,11.8,0.000410,0.158,100.00,4.267,0.08755
Nondestructive Testing and Evaluation,NONDESTRUCT TEST EVA,1058-9759,647,2.115,2.000,2.052,0.415,53,6.5,8.3,0.000570,0.411,94.34,60.938,0.11971
Nonlinear Analysis-Hybrid Systems,NONLINEAR ANAL-HYBRI,1751-570X,"2,783",6.163,5.601,5.496,1.631,103,3.3,6.8,0.005180,1.443,100.00,93.765,1.08677
Nonlinear Analysis-Modelling and Control,NONLINEAR ANAL-MODEL,1392-5113,"1,085",3.257,3.073,2.272,0.712,59,4.2,7.4,0.001390,0.518,100.00,79.695,0.29150
NONLINEAR ANALYSIS-REAL WORLD APPLICATIONS,NONLINEAR ANAL-REAL,1468-1218,"5,697",2.763,2.633,2.719,1.014,140,8.2,11.5,0.008030,1.050,100.00,87.358,1.68279
NONLINEAR ANALYSIS-THEORY METHODS & APPLICATIONS,NONLINEAR ANAL-THEOR,0362-546X,"13,699",2.064,1.860,1.907,0.669,384,11.3,12.7,0.014190,1.142,100.00,81.319,2.97327
NONLINEAR DYNAMICS,NONLINEAR DYNAM,0924-090X,"27,458",5.022,4.232,4.799,1.169,773,4.4,8.1,0.033410,0.900,97.28,88.561,7.00077
Nonlinear Dynamics Psychology and Life Sciences,NONLIN DYNAM PSYCHOL,1090-0578,509,1.087,0.717,1.667,0.227,22,8.4,11.8,0.000380,0.331,100.00,11.058,0.08143
NONLINEAR PROCESSES IN GEOPHYSICS,NONLINEAR PROC GEOPH,1023-5809,"2,278",1.740,1.623,1.770,1.172,29,12.3,11.5,0.001530,0.661,96.55,31.015,0.32235
NONLINEARITY,NONLINEARITY,0951-7715,"6,273",2.129,2.025,2.323,0.381,236,9.1,13.5,0.012670,1.351,99.58,72.830,2.65579
NONPROFIT AND VOLUNTARY SECTOR QUARTERLY,NONPROF VOLUNT SEC Q,0899-7640,"4,963",3.142,2.440,4.120,0.594,101,9.2,10.5,0.003430,1.028,96.04,73.864,0.72064
Nonprofit Management & Leadership,NONPROFIT MANAG LEAD,1048-6682,"1,748",3.044,2.279,3.006,0.560,50,11.4,10.2,0.001100,0.677,94.00,44.674,0.23063
NORDIC JOURNAL OF BOTANY,NORD J BOT,0107-055X,"1,695",0.802,0.757,0.857,0.224,98,10.3,13.8,0.001310,0.235,100.00,13.404,0.27585
Nordic Journal of Linguistics,NORD J LINGUIST,0332-5865,101,0.192,0.115,0.444,0.100,10,Not Available,13.9,0.000150,0.246,100.00,5.440,0.03342
Nordic Journal of Music Therapy,NORD J MUSIC THER,0809-8131,412,1.255,0.979,1.545,0.763,38,7.1,9.9,0.000340,0.328,94.74,11.486,0.07143
NORDIC JOURNAL OF PSYCHIATRY,NORD J PSYCHIAT,0803-9488,"2,731",2.202,1.717,2.335,0.508,130,8.1,9.1,0.002640,0.584,92.31,28.598,0.55331
NORDIC JOURNAL OF PSYCHIATRY,NORD J PSYCHIAT,0803-9488,"2,731",2.202,1.717,2.335,0.508,130,8.1,9.1,0.002640,0.584,92.31,28.598,0.55331
Nordic Psychology,NORD PSYCHOL,1901-2276,377,1.300,1.250,1.439,0.455,33,7.6,11.1,0.000410,0.407,93.94,26.786,0.08597
NORDIC PULP & PAPER RESEARCH JOURNAL,NORD PULP PAP RES J,0283-2631,"1,525",1.040,0.871,1.256,0.281,64,8.3,10.3,0.000670,0.184,96.88,38.636,0.14224
Nordic Studies on Alcohol and Drugs,NORD STUD ALCOHOL DR,1455-0725,497,1.600,1.338,1.630,1.450,40,4.4,8.4,0.000660,0.400,97.50,20.270,0.13974
Noropsikiyatri Arsivi-Archives of Neuropsychiatry,NOROPSIKIYATRI ARS,1300-0667,807,1.339,1.306,1.455,0.311,45,5.2,11.2,0.001060,0.318,93.33,7.452,0.22290
Norsk Geografisk Tidsskrift-Norwegian Journal of Geography,NORSK GEOGR TIDSSKR,0029-1951,734,1.805,1.756,1.616,0.808,26,11.2,11.9,0.000480,0.424,96.15,22.941,0.10237
NORTH AMERICAN JOURNAL OF AQUACULTURE,N AM J AQUACULT,1522-2055,"1,341",1.717,1.620,1.664,0.783,46,9.0,12.8,0.000700,0.281,100.00,40.909,0.14769
North American Journal of Economics and Finance,N AM J ECON FINANC,1062-9408,"2,130",2.772,2.457,2.649,0.914,268,3.6,11.3,0.002340,0.464,99.25,64.943,0.49077
NORTH AMERICAN JOURNAL OF FISHERIES MANAGEMENT,N AM J FISH MANAGE,0275-5947,"4,989",1.436,1.113,1.808,0.477,130,13.8,12.8,0.002200,0.429,99.23,30.000,0.46216
NORTHEASTERN NATURALIST,NORTHEAST NAT,1092-6194,912,0.583,0.545,0.785,0.227,75,8.8,14.1,0.000710,0.213,100.00,7.144,0.14997
NORTHERN HISTORY,NORTHERN HIST,0078-172X,80,0.211,0.158,0.206,0.000,18,Not Available,85.0,0.000110,0.185,100.00,8.416,0.02509
NORTHWEST SCIENCE,NORTHWEST SCI,0029-344X,731,0.588,0.569,0.752,0.286,14,19.6,12.9,0.000310,0.205,100.00,5.723,0.06597
Northwestern Journal of International Law & Business,NW J INT LAW BUS,0196-3228,250,0.739,0.739,1.387,0.000,8,9.2,9.8,0.000320,0.507,100.00,21.523,0.06779
North-Western Journal of Zoology,NORTH-WEST J ZOOL,1584-9074,521,0.969,0.892,1.010,0.138,29,6.6,13.1,0.000590,0.278,96.55,27.143,0.12482
NORTHWESTERN UNIVERSITY LAW REVIEW,NORTHWEST U LAW REV,0029-3571,"1,556",2.221,2.182,2.177,1.286,28,11.5,7.6,0.002570,1.263,100.00,79.139,0.53962
NORWEGIAN JOURNAL OF GEOLOGY,NORW J GEOL,****-****,"1,032",1.508,1.508,Not Available,Not Available,0,15.0,Not Available,0.000490,Not Available,Not Available,18.342,0.10300
NOTA LEPIDOPTEROLOGICA,NOTA LEPIDOPTEROLOGI,0342-7536,180,0.794,0.765,Not Available,0.280,25,11.9,15.2,0.000180,Not Available,100.00,25.000,0.03927
Notarzt,NOTARZT,0177-2309,118,0.354,0.250,0.471,0.324,34,5.2,6.1,0.000080,0.060,100.00,1.563,0.01767
Notes and Records-The Royal Society Journal of the History of Science,NOTES REC,0035-9149,435,0.826,0.783,1.104,0.407,27,12.0,37.3,0.000710,0.651,100.00,48.413,0.14892
Notfall & Rettungsmedizin,NOTFALL RETTUNGSMED,1434-6222,533,0.826,0.529,0.756,0.386,127,5.2,6.0,0.000360,0.097,98.43,10.938,0.07689
NOTORNIS,NOTORNIS,0029-4470,657,0.537,0.241,0.527,2.034,59,15.0,16.3,0.000090,0.075,100.00,19.643,0.02082
Notre Dame Journal of Formal Logic,NOTRE DAME J FORM L,0029-4527,620,0.403,0.388,0.381,0.182,33,24.6,18.1,0.000690,0.423,100.00,13.517,0.14606
NOTRE DAME LAW REVIEW,NOTRE DAME LAW REV,0745-3515,"1,015",1.989,1.766,1.484,0.353,51,8.5,11.4,0.002030,0.772,100.00,70.530,0.42620
Notulae Botanicae Horti Agrobotanici Cluj-Napoca,NOT BOT HORTI AGROBO,0255-965X,"1,665",1.444,1.361,1.363,0.147,177,6.7,9.3,0.001100,0.202,97.18,33.404,0.23120
NOVA HEDWIGIA,NOVA HEDWIGIA,0029-5035,"2,090",1.135,1.040,1.049,0.213,47,15.0,14.2,0.001070,0.300,97.87,25.745,0.22516
NOVON,NOVON,1055-3177,708,0.560,0.467,0.579,0.118,34,13.9,15.1,0.000410,0.192,100.00,6.596,0.08639
NPG Asia Materials,NPG ASIA MATER,1884-4049,"6,650",10.481,10.369,9.947,1.718,85,4.0,6.1,0.010190,2.112,91.76,89.104,2.13695
npj 2D Materials and Applications,NPJ 2D MATER APPL,****-****,"1,480",11.106,10.988,11.541,1.578,45,2.5,5.8,0.004020,3.207,88.89,88.708,0.84405
npj Biofilms and Microbiomes,NPJ BIOFILMS MICROBI,****-****,"1,282",7.290,7.081,8.970,1.311,61,3.3,7.4,0.003180,2.308,98.36,88.789,0.66718
npj Breast Cancer,NPJ BREAST CANCER,****-****,"1,236",6.923,6.808,7.241,0.969,64,3.0,6.4,0.004060,2.435,89.06,80.785,0.85111
npj Clean Water,NPJ CLEAN WATER,2059-7037,523,9.378,9.200,9.378,2.463,41,1.9,5.9,0.000890,1.940,78.05,94.588,0.18831
npj Climate and Atmospheric Science,NPJ CLIM ATMOS SCI,2397-3722,887,8.624,8.430,8.634,1.804,46,2.2,7.2,0.003310,3.461,93.48,95.213,0.69436
npj Computational Materials,NPJ COMPUT MATER,****-****,"4,355",12.241,11.709,13.993,1.636,187,2.5,7.0,0.011910,4.003,97.86,89.270,2.49606
npj Digital Medicine,NPJ DIGIT MED,2398-6352,"2,406",11.653,11.029,11.665,2.909,132,1.8,4.5,0.007450,4.187,87.88,97.269,1.56256
npj Flexible Electronics,NPJ FLEX ELECTRON,****-****,810,12.740,12.600,12.355,1.273,33,2.4,4.7,0.001800,2.827,93.94,95.438,0.37807
npj Genomic Medicine,NPJ GENOM MED,****-****,971,8.617,8.217,7.355,1.000,57,2.8,5.3,0.003910,3.064,85.96,91.143,0.81961
npj Materials Degradation,NPJ MAT DEGRAD,****-****,714,5.900,5.250,6.888,0.854,41,2.4,8.4,0.001430,1.421,95.12,73.582,0.30052
NPJ Microgravity,NPJ MICROGRAVITY,****-****,594,4.415,4.189,4.780,0.811,37,3.2,7.7,0.001790,1.474,86.49,78.767,0.37513
npj Parkinsons Disease,NPJ PARKINSONS DIS,****-****,"1,093",8.651,8.444,8.085,1.225,40,2.9,7.7,0.003040,2.296,85.00,92.857,0.63895
npj Precision Oncology,NPJ PRECIS ONCOL,****-****,931,8.254,8.203,9.538,1.333,33,2.8,5.3,0.002500,2.613,84.85,85.744,0.52435
npj Primary Care Respiratory Medicine,NPJ PRIM CARE RESP M,****-****,"1,079",2.871,2.647,3.514,0.429,49,3.9,6.3,0.002720,1.053,81.63,53.863,0.57008
npj Quantum Information,NPJ QUANTUM INFORM,****-****,"2,561",7.385,7.057,9.058,2.255,102,2.5,5.9,0.009680,3.660,100.00,87.905,2.02909
npj Quantum Materials,NPJ QUANTUM MATER,****-****,"1,731",7.032,6.857,7.410,1.839,93,2.6,6.9,0.005450,2.524,97.85,80.982,1.14348
